Region,Date,Daily_Min_Temp,Daily_Max_Temp,3_Day_Rolling_Avg_Max_Temp,3_Day_Rolling_Avg_Min_Temp,Date
CanadaWest,8/13/2012,55,76,73.1,54.6,13-Aug
CanadaWest,8/14/2012,55.8,69.4,72.9,54.3,14-Aug
CanadaWest,8/15/2012,52,73.2,73.8,53.7,15-Aug
CanadaWest,8/16/2012,53.2,78.9,77.8,53,16-Aug
CanadaWest,8/17/2012,53.8,81.3,79.9,53.8,17-Aug
CanadaWest,8/18/2012,54.4,79.6,79.2,54.7,18-Aug
CanadaWest,8/19/2012,56,76.5,78.3,55.4,19-Aug
CanadaWest,8/20/2012,55.8,78.9,77.5,56.3,20-Aug
CanadaWest,8/21/2012,57,77,76.4,56.2,21-Aug
CanadaWest,8/22/2012,55.8,73.2,73.3,55.6,22-Aug
CanadaWest,8/23/2012,54.1,69.7,69.5,52.9,23-Aug
CanadaWest,8/24/2012,48.7,65.7,68.1,50.6,24-Aug
CanadaWest,8/25/2012,48.9,69,69.5,49.6,25-Aug
CanadaWest,8/26/2012,51,73.8,72.8,50.9,26-Aug
CanadaWest,8/27/2012,52.8,75.7,74.8,52.6,27-Aug
CanadaWest,8/28/2012,53.9,74.9,72.8,53.3,28-Aug
CanadaWest,8/29/2012,53.3,67.9,70.7,52.2,29-Aug
CanadaWest,8/30/2012,49.3,69.5,68.7,50.5,30-Aug
CanadaWest,8/31/2012,49,68.6,68.2,49.4,31-Aug
CanadaWest,9/1/2012,49.9,66.6,67.1,49.9,1-Sep
CanadaWest,9/2/2012,50.8,66,66,50.2,2-Sep
CanadaWest,9/3/2012,49.8,65.4,66,50,3-Sep
CanadaWest,9/4/2012,49.3,66.5,65.7,49.9,4-Sep
CanadaWest,9/5/2012,50.5,65.3,68,49.4,5-Sep
CanadaWest,9/6/2012,48.4,72.1,70.9,49.6,6-Sep
CanadaWest,9/7/2012,49.8,75.4,74.5,49.4,7-Sep
CanadaWest,9/8/2012,50.1,76.2,74.8,50.5,8-Sep
CanadaWest,9/9/2012,51.6,72.9,69.9,50.3,9-Sep
CanadaWest,9/10/2012,49.2,60.6,64.3,48.6,10-Sep
CanadaWest,9/11/2012,44.9,59.5,61.3,45.5,11-Sep
CanadaWest,9/12/2012,42.4,64,65.3,45.2,12-Sep
CanadaWest,9/13/2012,48.2,72.5,70,45.7,13-Sep
CanadaWest,9/14/2012,46.6,73.4,70.6,46.7,14-Sep
CanadaWest,9/15/2012,45.2,65.8,67.8,45.4,15-Sep
CanadaWest,9/16/2012,44.5,64.3,67.6,45.5,16-Sep
CanadaWest,9/17/2012,46.8,72.8,69.5,46.5,17-Sep
CanadaWest,9/18/2012,48.1,71.3,71.6,46.4,18-Sep
CanadaWest,9/19/2012,44.2,70.8,71.3,46.1,19-Sep
CanadaWest,9/20/2012,46.1,71.8,69.8,46.4,20-Sep
CanadaWest,9/21/2012,48.9,66.7,69.2,48.2,21-Sep
CanadaWest,9/22/2012,49.6,69,68.6,49,22-Sep
CanadaWest,9/23/2012,48.6,70,69.9,49,23-Sep
CanadaWest,9/24/2012,48.9,70.8,68.4,48.4,24-Sep
CanadaWest,9/25/2012,47.8,64.4,66.5,47,25-Sep
CanadaWest,9/26/2012,44.4,64.3,66,44.8,26-Sep
CanadaWest,9/27/2012,42.1,69.3,68.8,44.8,27-Sep
CanadaWest,9/28/2012,47.8,72.8,68.5,46.1,28-Sep
CanadaWest,9/29/2012,48.3,63.3,66.2,46.4,29-Sep
CanadaWest,9/30/2012,43.2,62.5,64.5,46.3,30-Sep
CanadaWest,10/1/2012,47.5,67.6,61.6,44.6,1-Oct
CanadaWest,10/2/2012,43.1,54.7,58.7,42.5,2-Oct
CanadaWest,10/3/2012,36.9,53.7,54,37.9,3-Oct
CanadaWest,10/4/2012,33.7,53.7,54.6,35,4-Oct
CanadaWest,10/5/2012,34.3,56.5,57.2,36.7,5-Oct
CanadaWest,10/6/2012,42.1,61.4,60.7,40.1,6-Oct
CanadaWest,10/7/2012,44,64.3,61,41.6,7-Oct
CanadaWest,10/8/2012,38.9,57.3,58.4,39.9,8-Oct
CanadaWest,10/9/2012,36.9,53.5,52.9,37.3,9-Oct
CanadaWest,10/10/2012,36,47.8,48.3,36.4,10-Oct
CanadaWest,10/11/2012,36.4,43.7,45.6,37.5,11-Oct
CanadaWest,10/12/2012,40.2,45.4,49.6,39.6,12-Oct
CanadaWest,10/13/2012,42.3,59.6,54.6,41.9,13-Oct
CanadaWest,10/14/2012,43.4,58.8,59.2,43.7,14-Oct
CanadaWest,10/15/2012,45.4,59.2,58.5,44,15-Oct
CanadaWest,10/16/2012,43.3,57.6,56,41.6,16-Oct
CanadaWest,10/17/2012,36.3,51.3,53.6,38.8,17-Oct
CanadaWest,10/18/2012,36.8,51.8,51.7,37.3,18-Oct
CanadaWest,10/19/2012,38.9,52.1,49.5,36.7,19-Oct
CanadaWest,10/20/2012,34.4,44.5,45.6,33.8,20-Oct
CanadaWest,10/21/2012,28,40.3,42.1,29.2,21-Oct
CanadaWest,10/22/2012,25,41.3,39.7,27.6,22-Oct
CanadaWest,10/23/2012,29.7,37.3,39,29.8,23-Oct
CanadaWest,10/24/2012,34.5,38.4,38.8,32.5,24-Oct
CanadaWest,10/25/2012,33.2,40.6,39.6,33.3,25-Oct
CanadaWest,10/26/2012,32.1,39.7,39.5,32.2,26-Oct
CanadaWest,10/27/2012,31.4,38.1,39.8,32.3,27-Oct
CanadaWest,10/28/2012,33.3,41.7,40,32.7,28-Oct
CanadaWest,10/29/2012,33.3,40.3,40.6,33.1,29-Oct
CanadaWest,10/30/2012,32.7,39.7,39.3,32.7,30-Oct
CanadaWest,10/31/2012,32,37.9,39.4,33.4,31-Oct
CanadaWest,11/1/2012,35.6,40.6,40,34.8,1-Nov
CanadaWest,11/2/2012,36.8,41.4,41.6,36.6,2-Nov
CanadaWest,11/3/2012,37.5,42.8,45.1,37.6,3-Nov
CanadaWest,11/4/2012,38.6,51.1,49,38.7,4-Nov
CanadaWest,11/5/2012,39.9,52.9,50.5,38.3,5-Nov
CanadaWest,11/6/2012,36.4,47.6,48,36.5,6-Nov
CanadaWest,11/7/2012,33.1,43.4,42.5,31.8,7-Nov
CanadaWest,11/8/2012,25.9,36.3,36.8,27,8-Nov
CanadaWest,11/9/2012,21.9,30.7,32.8,21.1,9-Nov
CanadaWest,11/10/2012,15.4,31.5,30.8,17.4,10-Nov
CanadaWest,11/11/2012,14.8,30.2,33.8,18.9,11-Nov
CanadaWest,11/12/2012,26.5,39.5,37.6,24.4,12-Nov
CanadaWest,11/13/2012,31.9,43.1,42.2,29.6,13-Nov
CanadaWest,11/14/2012,30.3,43.9,43.9,30.6,14-Nov
CanadaWest,11/15/2012,29.5,44.8,43.3,29.5,15-Nov
CanadaWest,11/16/2012,28.7,41.2,41.9,28.2,16-Nov
CanadaWest,11/17/2012,26.5,39.8,40.9,28.7,17-Nov
CanadaWest,11/18/2012,31,41.8,40.2,29.4,18-Nov
CanadaWest,11/19/2012,30.6,39.1,38.6,28.5,19-Nov
CanadaWest,11/20/2012,23.9,34.9,34,25.9,20-Nov
CanadaWest,11/21/2012,23.3,28.1,31.4,22.9,21-Nov
CanadaWest,11/22/2012,21.5,31.2,31.3,23.6,22-Nov
CanadaWest,11/23/2012,26.1,34.5,34.5,23.3,23-Nov
CanadaWest,11/24/2012,22.4,37.7,37.1,22.8,24-Nov
CanadaWest,11/25/2012,19.9,39.1,38.3,21.9,25-Nov
CanadaWest,11/26/2012,23.4,38.2,37.8,22.3,26-Nov
CanadaWest,11/27/2012,23.7,36.3,36.2,22.9,27-Nov
CanadaWest,11/28/2012,21.7,34.3,33.9,23.6,28-Nov
CanadaWest,11/29/2012,25.5,31.1,32.1,25,29-Nov
CanadaWest,11/30/2012,28,31,30.7,26.8,30-Nov
CanadaWest,12/1/2012,27,30.2,30.2,26.1,1-Dec
CanadaWest,12/2/2012,23.3,29.4,30,24,2-Dec
CanadaWest,12/3/2012,21.9,30.3,32.6,22.1,3-Dec
CanadaWest,12/4/2012,21.3,38.1,33.4,21.4,4-Dec
CanadaWest,12/5/2012,21.1,31.7,32.1,20,5-Dec
CanadaWest,12/6/2012,17.6,26.5,27.7,18.7,6-Dec
CanadaWest,12/7/2012,17.4,24.9,25.3,15,7-Dec
CanadaWest,12/8/2012,10.1,24.5,27.2,12.6,8-Dec
CanadaWest,12/9/2012,10.4,32.3,31.7,15.7,9-Dec
CanadaWest,12/10/2012,26.6,38.3,37,20.6,10-Dec
CanadaWest,12/11/2012,24.9,40.3,35.6,24.3,11-Dec
CanadaWest,12/12/2012,21.3,28.2,34.3,21.9,12-Dec
CanadaWest,12/13/2012,19.5,34.4,33.3,21.9,13-Dec
CanadaWest,12/14/2012,25,37.2,33.8,21.4,14-Dec
CanadaWest,12/15/2012,19.8,29.9,33.7,21.4,15-Dec
CanadaWest,12/16/2012,19.2,34.1,31.2,19,16-Dec
CanadaWest,12/17/2012,18.1,29.6,30,17.3,17-Dec
CanadaWest,12/18/2012,14.6,26.3,20.8,15.2,18-Dec
CanadaWest,12/19/2012,12.8,6.5,19.5,15.1,19-Dec
CanadaWest,12/20/2012,17.7,25.7,19.1,14.7,20-Dec
CanadaWest,12/21/2012,13.6,25.1,25.2,15.2,21-Dec
CanadaWest,12/22/2012,14.3,25,24.6,14.5,22-Dec
CanadaWest,12/23/2012,15.7,23.6,22.9,13.3,23-Dec
CanadaWest,12/24/2012,9.9,20.1,21.1,12.5,24-Dec
CanadaWest,12/25/2012,12,19.5,20.1,12.1,25-Dec
CanadaWest,12/26/2012,14.6,20.9,21,13.3,26-Dec
CanadaWest,12/27/2012,13.2,22.6,26.4,13.8,27-Dec
CanadaWest,12/28/2012,13.5,35.7,24.9,12.5,28-Dec
CanadaWest,12/29/2012,10.8,16.3,22.3,11,29-Dec
CanadaWest,12/30/2012,8.7,15,16.2,9,30-Dec
CanadaWest,12/31/2012,7.3,17.3,17.1,9.9,31-Dec
CanadaWest,1/1/2013,13.7,18.9,18.1,9.4,1-Jan
CanadaWest,1/2/2013,7.1,18.1,25.7,15.2,2-Jan
CanadaWest,1/3/2013,24.7,40.1,31.5,19.2,3-Jan
CanadaWest,1/4/2013,25.9,36.3,38.3,26,4-Jan
CanadaWest,1/5/2013,27.5,38.5,37.9,27.2,5-Jan
CanadaWest,1/6/2013,28.1,38.9,37.8,27.6,6-Jan
CanadaWest,1/7/2013,27.3,36.1,37.8,27.9,7-Jan
CanadaWest,1/8/2013,28.2,38.4,37.2,28.1,8-Jan
CanadaWest,1/9/2013,28.8,37,35.5,24.1,9-Jan
CanadaWest,1/10/2013,15.4,31,30.7,17.9,10-Jan
CanadaWest,1/11/2013,9.6,24.1,27.4,12.8,11-Jan
CanadaWest,1/12/2013,13.5,27,25.6,12,12-Jan
CanadaWest,1/13/2013,12.7,25.6,29.9,14.6,13-Jan
CanadaWest,1/14/2013,17.6,37.1,35.3,21.7,14-Jan
CanadaWest,1/15/2013,34.7,43.2,40.5,26.8,15-Jan
CanadaWest,1/16/2013,28.3,41.1,42.1,29.9,16-Jan
CanadaWest,1/17/2013,26.7,41.8,41.6,26.2,17-Jan
CanadaWest,1/18/2013,23.8,41.9,37.6,22.1,18-Jan
CanadaWest,1/19/2013,15.8,29.1,30.6,16.6,19-Jan
CanadaWest,1/20/2013,10,20.8,24.6,13.7,20-Jan
CanadaWest,1/21/2013,15.3,24,23.6,14.8,21-Jan
CanadaWest,1/22/2013,18.9,25.8,25.5,18.6,22-Jan
CanadaWest,1/23/2013,21.5,26.7,29.4,20.9,23-Jan
CanadaWest,1/24/2013,22.3,35.7,34.5,23.5,24-Jan
CanadaWest,1/25/2013,26.6,41,37.7,24.6,25-Jan
CanadaWest,1/26/2013,24.9,36.3,37.8,24.4,26-Jan
CanadaWest,1/27/2013,21.8,36.1,34.7,21.3,27-Jan
CanadaWest,1/28/2013,17.4,31.7,29.2,17.2,28-Jan
CanadaWest,1/29/2013,12.4,19.7,23.5,15,29-Jan
CanadaWest,1/30/2013,15,19.2,24.7,15,30-Jan
CanadaWest,1/31/2013,17.6,35.1,32.5,21.2,31-Jan
CanadaWest,2/1/2013,31,43.2,39.6,25.7,1-Feb
CanadaWest,2/2/2013,28.6,40.6,42.4,29.8,2-Feb
CanadaWest,2/3/2013,30,43.5,42.2,29.9,3-Feb
CanadaWest,2/4/2013,31.2,42.5,41,29.5,4-Feb
CanadaWest,2/5/2013,27.4,37.1,38.8,28.7,5-Feb
CanadaWest,2/6/2013,27.7,36.6,37.2,26.2,6-Feb
CanadaWest,2/7/2013,23.7,37.8,38.3,24.6,7-Feb
CanadaWest,2/8/2013,22.6,40.5,39.7,26,8-Feb
CanadaWest,2/9/2013,31.7,41,39.1,25.1,9-Feb
CanadaWest,2/10/2013,21.1,35.8,39.5,27.8,10-Feb
CanadaWest,2/11/2013,30.7,41.7,40.4,28.5,11-Feb
CanadaWest,2/12/2013,33.9,43.6,42.9,30.9,12-Feb
CanadaWest,2/13/2013,28,43.5,42,28.8,13-Feb
CanadaWest,2/14/2013,24.6,38.7,43.4,26.5,14-Feb
CanadaWest,2/15/2013,27,47.8,44.7,27.7,15-Feb
CanadaWest,2/16/2013,31.6,47.5,45.3,29.2,16-Feb
CanadaWest,2/17/2013,29.1,40.5,40.3,29.2,17-Feb
CanadaWest,2/18/2013,26.8,32.8,35.2,26.4,18-Feb
CanadaWest,2/19/2013,23.3,32.1,32,24.2,19-Feb
CanadaWest,2/20/2013,22.6,31.1,32.5,23.3,20-Feb
CanadaWest,2/21/2013,23.9,34.4,34.8,22.9,21-Feb
CanadaWest,2/22/2013,22.1,39,38.5,24.5,22-Feb
CanadaWest,2/23/2013,27.4,42.2,40.6,25.8,23-Feb
CanadaWest,2/24/2013,28,40.6,40.9,28.3,24-Feb
CanadaWest,2/25/2013,29.7,40,39,27.9,25-Feb
CanadaWest,2/26/2013,26.1,36.5,38.3,27.3,26-Feb
CanadaWest,2/27/2013,26,38.4,39.4,26.1,27-Feb
CanadaWest,2/28/2013,26.1,43.2,42.9,28.6,28-Feb
CanadaWest,3/1/2013,33.6,47,45.9,32.1,1-Mar
CanadaWest,3/2/2013,36.4,47.5,44.6,33.5,2-Mar
CanadaWest,3/3/2013,30.4,39.3,42.2,30.6,3-Mar
CanadaWest,3/4/2013,24.9,39.7,39.1,25.5,4-Mar
CanadaWest,3/5/2013,21.2,38.2,37.3,22.9,5-Mar
CanadaWest,3/6/2013,22.5,33.9,35,22.1,6-Mar
CanadaWest,3/7/2013,22.7,33.1,36,21,7-Mar
CanadaWest,3/8/2013,17.9,40.9,39.5,21.8,8-Mar
CanadaWest,3/9/2013,24.9,44.5,43.8,25,9-Mar
CanadaWest,3/10/2013,32.2,46.1,44.8,29.7,10-Mar
CanadaWest,3/11/2013,31.9,43.9,43.6,30.7,11-Mar
CanadaWest,3/12/2013,28.1,40.8,41.3,30.3,12-Mar
CanadaWest,3/13/2013,30.8,39.1,37.2,27.7,13-Mar
CanadaWest,3/14/2013,24.2,31.8,34.9,25.4,14-Mar
CanadaWest,3/15/2013,21.3,34,32.4,21.6,15-Mar
CanadaWest,3/16/2013,19.2,31.6,32.5,19.5,16-Mar
CanadaWest,3/17/2013,18,31.9,33.1,18.4,17-Mar
CanadaWest,3/18/2013,17.9,35.7,36.5,18.6,18-Mar
CanadaWest,3/19/2013,19.7,42,40.5,21.4,19-Mar
CanadaWest,3/20/2013,26.6,43.6,40.6,23.3,20-Mar
CanadaWest,3/21/2013,23.5,36.1,37.8,23.4,21-Mar
CanadaWest,3/22/2013,20.2,33.6,35.1,20.7,22-Mar
CanadaWest,3/23/2013,18.5,35.7,36.1,18.3,23-Mar
CanadaWest,3/24/2013,16.2,39,38.1,18.3,24-Mar
CanadaWest,3/25/2013,20,39.7,40.9,19.1,25-Mar
CanadaWest,3/26/2013,21,43.9,45.6,23.4,26-Mar
CanadaWest,3/27/2013,29.4,53.2,50.3,27.8,27-Mar
CanadaWest,3/28/2013,33.1,53.8,53.5,32.4,28-Mar
CanadaWest,3/29/2013,34.7,53.6,52.4,34.2,29-Mar
CanadaWest,3/30/2013,34.9,49.8,52.6,35.2,30-Mar
CanadaWest,3/31/2013,36,54.4,51.7,34.8,31-Mar
CanadaWest,4/1/2013,33.6,50.9,52.3,35.7,1-Apr
CanadaWest,4/2/2013,37.5,51.7,50.6,35.5,2-Apr
CanadaWest,4/3/2013,35.5,49.4,48.9,36.5,3-Apr
CanadaWest,4/4/2013,36.5,45.7,45.6,35.4,4-Apr
CanadaWest,4/5/2013,34.1,41.9,43.2,34.2,5-Apr
CanadaWest,4/6/2013,31.9,42.2,41.1,31.6,6-Apr
CanadaWest,4/7/2013,28.9,39.4,41.1,28.6,7-Apr
CanadaWest,4/8/2013,25,41.8,41.5,27.1,8-Apr
CanadaWest,4/9/2013,27.3,43.5,44.4,29.7,9-Apr
CanadaWest,4/10/2013,36.8,48,46.7,33.8,10-Apr
CanadaWest,4/11/2013,37.1,48.6,46.1,35.1,11-Apr
CanadaWest,4/12/2013,31.5,41.6,44.1,33.7,12-Apr
CanadaWest,4/13/2013,32.5,42.2,43.1,32.1,13-Apr
CanadaWest,4/14/2013,32.3,45.5,45.3,32.4,14-Apr
CanadaWest,4/15/2013,32.4,48.3,47.5,31.9,15-Apr
CanadaWest,4/16/2013,30.9,48.8,49.2,31.8,16-Apr
CanadaWest,4/17/2013,32.2,50.6,49,33.5,17-Apr
CanadaWest,4/18/2013,37.5,47.5,48.2,35.6,18-Apr
CanadaWest,4/19/2013,37.2,46.5,47,37.1,19-Apr
CanadaWest,4/20/2013,36.6,47,45.7,35,20-Apr
CanadaWest,4/21/2013,31.1,43.5,47.6,32.3,21-Apr
CanadaWest,4/22/2013,29,52.4,49.7,31.8,22-Apr
CanadaWest,4/23/2013,35.1,53.1,54.3,33.1,23-Apr
CanadaWest,4/24/2013,35.2,57.3,57.7,37.4,24-Apr
CanadaWest,4/25/2013,41.8,62.8,61.2,41,25-Apr
CanadaWest,4/26/2013,46.1,63.4,62.3,43.8,26-Apr
CanadaWest,4/27/2013,43.5,60.6,59.4,41.7,27-Apr
CanadaWest,4/28/2013,35.4,54.2,53.4,38.7,28-Apr
CanadaWest,4/29/2013,37.1,45.5,48.1,34.2,29-Apr
CanadaWest,4/30/2013,29.9,44.6,48,32.9,30-Apr
CanadaWest,5/1/2013,31.6,54,53.6,33.9,1-May
CanadaWest,5/2/2013,40.1,62.2,59.6,38,2-May
CanadaWest,5/3/2013,42.2,62.6,64.8,41.1,3-May
CanadaWest,5/4/2013,41,69.5,69.6,44.2,4-May
CanadaWest,5/5/2013,49.2,76.7,75.5,46.2,5-May
CanadaWest,5/6/2013,48.5,80.3,74.4,47.9,6-May
CanadaWest,5/7/2013,45.9,66.3,71.2,46.2,7-May
CanadaWest,5/8/2013,44.4,66.9,68.4,46,8-May
CanadaWest,5/9/2013,47.8,71.9,67.3,45.8,9-May
CanadaWest,5/10/2013,45.1,63.1,69,46.3,10-May
CanadaWest,5/11/2013,45.8,72.2,69.8,47.7,11-May
CanadaWest,5/12/2013,52.2,74.1,70.4,49.3,12-May
CanadaWest,5/13/2013,49.9,65,67.7,49.6,13-May
CanadaWest,5/14/2013,46.6,64.1,65,47.3,14-May
CanadaWest,5/15/2013,45.6,65.8,65.3,46.9,15-May
CanadaWest,5/16/2013,48.5,65.9,65.3,46.7,16-May
CanadaWest,5/17/2013,46.1,64.1,65.5,47.1,17-May
CanadaWest,5/18/2013,46.6,66.6,65.9,46.8,18-May
CanadaWest,5/19/2013,47.8,67,66.7,48.2,19-May
CanadaWest,5/20/2013,50.3,66.5,65.6,48.5,20-May
CanadaWest,5/21/2013,47.4,63.4,64.9,48.2,21-May
CanadaWest,5/22/2013,46.8,64.7,64.2,47.4,22-May
CanadaWest,5/23/2013,47.8,64.7,62.7,46.7,23-May
CanadaWest,5/24/2013,45.6,58.8,59.9,46.7,24-May
CanadaWest,5/25/2013,46.7,56.3,58.9,45.4,25-May
CanadaWest,5/26/2013,44.1,61.7,60.6,46.1,26-May
CanadaWest,5/27/2013,47.7,63.8,62.6,46.6,27-May
CanadaWest,5/28/2013,48.2,62.3,62.6,48.3,28-May
CanadaWest,5/29/2013,49.1,61.8,62.2,48.9,29-May
CanadaWest,5/30/2013,49.4,62.4,63.4,49.6,30-May
CanadaWest,5/31/2013,50.2,66.1,64.6,49.8,31-May
CanadaWest,6/1/2013,49.8,65.3,65.1,49.9,1-Jun
CanadaWest,6/2/2013,49.5,63.8,65.3,50.2,2-Jun
CanadaWest,6/3/2013,51.1,66.8,67.2,49.5,3-Jun
CanadaWest,6/4/2013,47.9,70.9,69.5,50.5,4-Jun
CanadaWest,6/5/2013,52.5,70.9,71.3,49.9,5-Jun
CanadaWest,6/6/2013,49.4,72,69.6,51.7,6-Jun
CanadaWest,6/7/2013,53.4,65.7,67.8,50.8,7-Jun
CanadaWest,6/8/2013,49.7,65.8,64.7,50.3,8-Jun
CanadaWest,6/9/2013,47.9,62.7,62.7,47.9,9-Jun
CanadaWest,6/10/2013,46.1,59.5,61.7,47.2,10-Jun
CanadaWest,6/11/2013,47.6,62.8,62.2,47.8,11-Jun
CanadaWest,6/12/2013,49.7,64.3,64.8,48.4,12-Jun
CanadaWest,6/13/2013,48,67.2,64.4,49.2,13-Jun
CanadaWest,6/14/2013,49.8,61.6,64.8,49.4,14-Jun
CanadaWest,6/15/2013,50.4,65.5,65,51.5,15-Jun
CanadaWest,6/16/2013,54.2,67.9,68.6,52.5,16-Jun
CanadaWest,6/17/2013,52.7,72.4,70,53.5,17-Jun
CanadaWest,6/18/2013,53.4,69.7,69.6,53.9,18-Jun
CanadaWest,6/19/2013,55.5,66.8,65.9,54.4,19-Jun
CanadaWest,6/20/2013,54.3,61.3,64.8,53.5,20-Jun
CanadaWest,6/21/2013,50.7,66.3,65.7,52,21-Jun
CanadaWest,6/22/2013,51.1,69.4,68.3,50.8,22-Jun
CanadaWest,6/23/2013,50.6,69.2,68.4,51.5,23-Jun
CanadaWest,6/24/2013,52.9,66.5,67.4,53.1,24-Jun
CanadaWest,6/25/2013,56,66.4,67.6,54.4,25-Jun
CanadaWest,6/26/2013,54.3,69.8,68.1,54.5,26-Jun
CanadaWest,6/27/2013,53.3,68.1,70.5,53.9,27-Jun
CanadaWest,6/28/2013,54.1,73.5,61.5,54.9,28-Jun
CanadaWest,6/29/2013,57.3,43,52.9,57,29-Jun
CanadaWest,6/30/2013,59.8,42.3,43,58.9,30-Jun
CanadaWest,7/1/2013,59.7,43.6,56.4,60.4,1-Jul
CanadaWest,7/2/2013,61.8,83.3,55.5,59.8,2-Jul
CanadaWest,7/3/2013,57.9,39.6,65,57.9,3-Jul
CanadaWest,7/4/2013,54.1,72.1,60.8,55,4-Jul
CanadaWest,7/5/2013,53,70.6,70.7,53.2,5-Jul
CanadaWest,7/6/2013,52.3,69.5,69.8,52.9,6-Jul
CanadaWest,7/7/2013,53.4,69.4,69.9,52.5,7-Jul
CanadaWest,7/8/2013,51.9,70.8,73.1,53.2,8-Jul
CanadaWest,7/9/2013,54.5,79.1,75.8,54.7,9-Jul
CanadaWest,7/10/2013,57.7,77.4,74.6,54.4,10-Jul
CanadaWest,7/11/2013,51,67.3,71.3,52.6,11-Jul
CanadaWest,7/12/2013,49.2,69.1,68.5,49.6,12-Jul
CanadaWest,7/13/2013,48.7,69.1,70.1,50,13-Jul
CanadaWest,7/14/2013,52.2,72,69.9,51.1,14-Jul
CanadaWest,7/15/2013,52.3,68.7,72.6,52.2,15-Jul
CanadaWest,7/16/2013,52.2,77.2,73.9,54,16-Jul
CanadaWest,7/17/2013,57.4,75.7,76.8,55.9,17-Jul
CanadaWest,7/18/2013,58.1,77.5,76.1,57.9,18-Jul
CanadaWest,7/19/2013,58.2,75.3,75.8,57.6,19-Jul
CanadaWest,7/20/2013,56.5,74.5,73.8,57.3,20-Jul
CanadaWest,7/21/2013,57.3,71.5,72.7,56.5,21-Jul
CanadaWest,7/22/2013,55.8,72,73,56.4,22-Jul
CanadaWest,7/23/2013,56.2,75.6,73.8,56,23-Jul
CanadaWest,7/24/2013,56.1,73.7,68.5,54.5,24-Jul
CanadaWest,7/25/2013,51.4,56.2,68,49.9,25-Jul
CanadaWest,7/26/2013,42.2,74.2,66.2,49,26-Jul
CanadaWest,7/27/2013,53.4,68.3,70.3,48.9,27-Jul
CanadaWest,7/28/2013,51,68.5,68.2,52.3,28-Jul
CanadaWest,7/29/2013,52.5,67.9,69.3,51.4,29-Jul
CanadaWest,7/30/2013,50.6,71.4,71.3,52.3,30-Jul
CanadaWest,7/31/2013,53.8,74.6,73.3,53.3,31-Jul
CanadaWest,8/1/2013,55.7,74,72.2,55,1-Aug
CanadaWest,8/2/2013,55.5,67.9,71.3,55.1,2-Aug
CanadaWest,8/3/2013,54,72.1,71.7,54.5,3-Aug
CanadaWest,8/4/2013,54,75.3,74.5,54.7,4-Aug
CanadaWest,8/5/2013,56.2,76.3,75.7,54.9,5-Aug
CanadaWest,8/6/2013,54.6,75.7,74.6,55.1,6-Aug
CanadaWest,8/7/2013,54.5,72,73.3,54.7,7-Aug
CanadaWest,8/8/2013,55.2,72.3,72.8,54.9,8-Aug
CanadaWest,8/9/2013,55.1,74,74.8,55.3,9-Aug
CanadaWest,8/10/2013,55.7,78,76.1,55.9,10-Aug
CanadaWest,8/11/2013,56.8,76.1,76.6,57.1,11-Aug
CanadaWest,8/12/2013,58.7,75.6,76,57.8,12-Aug
CanadaWest,8/13/2013,58,76.3,76.9,58.3,13-Aug
CanadaWest,8/14/2013,58.1,78.6,75.9,58.6,14-Aug
CanadaWest,8/15/2013,59.8,72.8,75.6,59,15-Aug
CanadaWest,8/16/2013,59.2,75.4,74.9,58.9,16-Aug
CanadaWest,8/17/2013,57.8,76.4,74.8,57.8,17-Aug
CanadaWest,8/18/2013,56.4,72.7,73.7,56.2,18-Aug
CanadaWest,8/19/2013,54.3,72,71.4,54,19-Aug
CanadaWest,8/20/2013,51.2,69.7,71.6,51.6,20-Aug
CanadaWest,8/21/2013,49.1,73,73.1,50.4,21-Aug
CanadaWest,8/22/2013,51,76.6,75,51.2,22-Aug
CanadaWest,8/23/2013,53.5,75.5,76.2,53,23-Aug
CanadaWest,8/24/2013,54.5,76.5,75.5,54.3,24-Aug
CanadaWest,8/25/2013,55.1,74.6,73.8,55,25-Aug
CanadaWest,8/26/2013,55.6,70.3,72.8,53.7,26-Aug
CanadaWest,8/27/2013,50.5,73.6,73.1,53.4,27-Aug
CanadaWest,8/28/2013,54,75.6,73.4,53.8,28-Aug
CanadaWest,8/29/2013,56.9,71,72.6,55.6,29-Aug
CanadaWest,8/30/2013,56,71.2,71.3,55.8,30-Aug
CanadaWest,8/31/2013,54.5,71.6,73.4,54.7,31-Aug
CanadaWest,9/1/2013,53.8,77.3,75.6,54.4,1-Sep
CanadaWest,9/2/2013,54.8,77.8,76.1,54.8,2-Sep
CanadaWest,9/3/2013,55.8,73.1,75.6,55.5,3-Sep
CanadaWest,9/4/2013,55.8,76.1,73.9,55.6,4-Sep
CanadaWest,9/5/2013,55.2,72.7,72.5,55.9,5-Sep
CanadaWest,9/6/2013,56.8,68.8,68.9,56,6-Sep
CanadaWest,9/7/2013,56.2,65.4,69.1,55.6,7-Sep
CanadaWest,9/8/2013,53.8,73,70,54.7,8-Sep
CanadaWest,9/9/2013,54,71.6,72.4,52.9,9-Sep
CanadaWest,9/10/2013,50.8,72.7,74.4,51.9,10-Sep
CanadaWest,9/11/2013,50.8,79,77.7,51.6,11-Sep
CanadaWest,9/12/2013,53.3,81.4,78.9,52.9,12-Sep
CanadaWest,9/13/2013,54.6,76.2,75.5,53.3,13-Sep
